id,name
123047,Turtle Diary
24575,Raise the Titanic
16535,Titanic
10971,A Night to Remember
23928,Captain Horatio Hornblower R.N.
462,Erin Brockovich
9532,Final Destination
117259,Soft Fruit
2383,The Bear
53879,Love Is a Many-Splendored Thing
1396,Mirror
11570,The Crimson Pirate
1541,Thelma & Louise
17443,...And Justice for All
8469,Animal House
27995,She's Gotta Have It
36739,School Daze
925,Do the Right Thing
41823,Mo' Better Blues
1713,Jungle Fever
30547,The Champ
54825,Creature Comforts
13939,Death Wish
14373,Death Wish II
24873,Death Wish 3
26263,Death Wish 4: The Crackdown
34746,Death Wish V: The Face of Death
996,Double Indemnity
9079,Dying Young
1498,Teenage Mutant Ninja Turtles
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1499,Teenage Mutant Ninja Turtles III
1880,Red Dawn
33762,Band of the Hand
11690,Bloodsport
29143,Eyes of Laura Mars
35292,Funny Bones
36652,The Good Earth
801,"Good Morning, Vietnam"
104301,The Good Mother
11520,Grumpy Old Men
1879,Guess Who's Coming to Dinner
2085,Romeo Must Die
13539,Here on Earth
16222,Whatever It Takes
109479,Buddy Boy
17078,The Colour of Paradise
33516,Gothic
9960,Lord of the Flies
3082,Modern Times
12187,Heart and Souls
24748,Hud
990,The Hustler
1908,Inherit the Wind
9764,Dersu Uzala
840,Close Encounters of the Third Kind
42237,Jonah Who Will Be 25 in the Year 2000
26689,Retroactive
25673,A Place in the Sun
2291,Jacob's Ladder
13531,Empire Records
16620,La Bamba
526,Ladyhawke
13346,Lucas
243,High Fidelity
10501,The Road to El Dorado
11478,The Skulls
879,Hook
85689,The Son of the Sheik
17529,True Grit
118098,Madame Sousatzka
1793,Max Dugan Returns
11327,Midnight Express
1700,Misery
54087,Mr. Saturday Night
34322,Murphy's Romance
41659,My Life
593,Solaris
10774,Network
10083,No Way Out
29786,North Dallas Forty
11356,The Odd Couple
10747,The Outlaw Josey Wales
10559,Frequency
20697,Ready to Rumble
2621,Return to Me
10479,Rules of Engagement
125709,Joe Gould's Secret
49721,Me Myself I
2006,"Bell, Book and Candle"
17339,Force 10 From Navarone
11305,Mystery Train
13665,Arthur
12309,Bachelor Party
1552,Parenthood
106,Predator
10333,The Prince of Tides
11027,The Postman Always Rings Twice
123757,All the Vermeers in New York
10468,28 Days
1359,American Psycho
4967,Keeping the Faith
31776,Where the Money Is
10557,East Is East
27745,The Filth and the Fury
13776,Diner
26291,Shakes the Clown
10784,Cabaret
10242,What Ever Happened to Baby Jane?
16347,Auntie Mame
4825,Guys and Dolls
11654,The Hunger
10518,Marathon Man
11977,Caddyshack
18041,Gossip
14736,Love & Basketball
3536,U-571
1443,The Virgin Suicides
10424,Jennifer Eight
28971,Limelight
9456,The Crow: Salvation
889,The Flintstones in Viva Rock Vegas
10564,Where the Heart Is
15723,The Big Kahuna
19600,Bossa Nova
125537,Smiling Fish & Goat On Fire
452,The Idiots
36234,Timecode
39283,Carnosaur
65460,Carnosaur 2
55667,Carnosaur 3: Primal Species
12476,The Hidden
5241,Two Moon Junction
98,Gladiator
47724,Up at the Villa
11129,Human Traffic
1058,Breathless
42159,The Idolmaker
16395,Inferno
38925,The Lords of Flatbush
13105,Mr. Mom
22501,Time Masters
5491,Battlefield Earth
10560,Center Stage
19419,Screwed
23531,Whipped
10688,Hamlet
17889,Anchors Aweigh
39391,Gypsy
31516,On the Town
5683,Pee-wee's Big Adventure
113279,Regret to Inform
12518,Honeymoon in Vegas
10567,Dinosaur
10642,Loser
9285,Road Trip
10569,Small Time Crooks
21879,The Hollywood Knights
24918,The Twelve Chairs
955,Mission: Impossible II
8584,Shanghai Noon
47295,Better Living Through Circuitry
11332,8 ½ Women
16093,Carnival of Souls
29372,Flying Tigers
962,The Gold Rush
30588,Monsieur Verdoux
668,On Her Majesty's Secret Service
23518,Seven Days in May
691,The Spy Who Loved Me
44018,Vagabond
698,Moonraker
682,The Man with the Golden Gun
28973,A King in New York
28974,A Woman of Paris: A Drama of Fate
22994,The Fighting Seabees
9600,Big Momma's House
38006,The Abominable Snowman
2768,American Gigolo
24920,City of the Living Dead
21,The Endless Summer
10911,The Guns of Navarone
10102,La Grande Bouffe
26912,Quatermass and the Pit
26953,Puppet Master
26954,Puppet Master II
26956,Puppet Master III: Toulon's Revenge
26957,Puppet Master 4
26958,Puppet Master 5: The Final Chapter
80287,Rent-a-Cop
6003,Romeo and Juliet
23939,Stay Tuned
11072,Blazing Saddles
23069,Benji
21299,Benji the Hunted
38802,For the Love of Benji
13368,White Christmas
985,Eraserhead
14002,Baraka
541,The Man with the Golden Arm
21137,The Decline of Western Civilization
36724,The Decline of Western Civilization Part II: The Metal Years
938,For a Few Dollars More
10648,Magnum Force
11368,Blood Simple
10875,The Fabulous Baker Boys
2075,Prizzi's Honor
1551,Flatliners
22500,Gandahar
10246,Porky's
19698,Porky's II: The Next Day
23919,Porky's 3: Revenge
18835,Private School
26554,Class of Nuke 'Em High
15239,The Toxic Avenger
28165,The Toxic Avenger Part II
28169,The Toxic Avenger Part III: The Last Temptation of Toxie
15762,Night of the Creeps
169,Predator 2
865,The Running Man
9663,Starman
26889,The Brother from Another Planet
10128,Alien Nation
9659,Mad Max
8810,Mad Max 2
9355,Mad Max Beyond Thunderdome
1727,Bird on a Wire
635,Angel Heart
10068,Nine 1/2 Weeks
11495,Firestarter
11428,Sleepwalkers
10117,Action Jackson
35936,Sarafina!
25562,Soapdish
51763,The Long Walk Home
73079,Clara's Heart
38921,Burglar
35463,Fatal Beauty
9679,Gone in Sixty Seconds
51333,Love's Labour's Lost
17771,Sunshine
10264,Hamlet
31657,Coming Home
29204,American Pop
17814,Assault on Precinct 13
11879,Near Dark
21128,One False Move
482,Shaft
592,The Conversation
31593,Cutter's Way
12611,The Fury
14328,The Paper Chase
9040,Serpico
25364,Ace in the Hole
43002,Lonely Are the Brave
5121,The Sugarland Express
195,Trouble in Paradise
6978,Big Trouble in Little China
3133,Badlands
643,Battleship Potemkin
10571,Boys and Girls
479,Shaft
7450,Titan A.E.
31023,Butterfly
25636,Jesus' Son
7443,Chicken Run
2123,"Me, Myself & Irene"
2024,The Patriot
17711,The Adventures of Rocky & Bullwinkle
2133,The Perfect Storm
29946,The Golden Bowl
28774,Communion
11598,The Kentucky Fried Movie
9702,Bound by Honor
9873,F/X
16820,F/X2
14864,The Hot Spot
15379,Missing in Action
12764,Missing in Action 2: The Beginning
27352,Braddock: Missing in Action III
8348,Thunderbolt and Lightfoot
24099,Dreamscape
17897,The Golden Voyage of Sinbad
16094,House Party
16096,House Party 2
12706,Croupier
4244,The Kid
4247,Scary Movie
20770,But I'm a Cheerleader
1050,Shower
1052,Blow-Up
20540,The Pawnbroker
23655,Groove
1788,Footloose
32275,Duel in the Sun
36657,X-Men
44490,Chuck & Buck
47585,The Five Senses
36047,The In Crowd
2655,What Lies Beneath
12599,Pokémon: The Movie 2000
93,Anatomy of a Murder
9278,Freejack
18118,Mackenna's Gold
11940,Sinbad and the Eye of the Tiger
24167,Two Women
10276,What About Bob?
19380,White Sands
13783,Breaker Morant
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
15867,Interiors
11686,Love and Death
29263,The Official Story
11830,Tampopo
12107,Nutty Professor II: The Klumps
10401,The Girl on the Bridge
32640,Wonderland
10641,Autumn in New York
6282,Coyote Ugly
9383,Hollow Man
5551,Space Cowboys
27723,Psycho Beach Party
2360,Saving Grace
28043,Black Sabbath
33468,The Brain That Wouldn't Die
21866,Bronco Billy
33408,The Crush
11589,Kelly's Heroes
15158,Phantasm II
16139,Phantasm III: Lord of the Dead
16146,Phantasm IV: Oblivion
26515,Pumpkinhead
11856,Air America
13567,Sleepaway Camp
10860,Steel Magnolias
8420,...And God Created Woman
18391,Easy Money
20850,Ilsa: She Wolf of the SS
27452,The Spiral Staircase
38548,Margaret Cho: I'm the One That I Want
20438,The Tao of Steve
46991,An Affair of Love
10391,Bless the Child
14195,Cecil B. Demented
15665,The Eyes of Tammy Faye
10393,The Replacements
18168,About Adam
8843,The Cell
10643,Godzilla 2000: Millennium
23618,The Original Kings of Comedy
37136,The Naked Gun: From the Files of Police Squad!
37137,The Naked Gun 2½: The Smell of Fear
23283,Our Town
3110,Shane
14698,"Suddenly, Last Summer"
11694,Cat Ballou
9651,Supergirl
11398,The Art of War
1588,Bring It On
19150,The Crew
41282,Skipped Parts
12211,Highlander: Endgame
10480,Nurse Betty
80713,Alone
10685,The Watcher
1619,The Way of the Gun
786,Almost Famous
14805,Bait
51179,Circus
46119,Crime + Punishment in Suburbia
18074,Duets
10562,Under Suspicion
12212,Urban Legends: Final Cut
14629,Woman on Top
16,Dancer in the Dark
13785,Best in Show
34299,Beautiful
22597,The Broken Hearts Club: A Romantic Comedy
19348,Girlfight
10637,Remember the Titans
9003,Hellraiser
9064,Hellbound: Hellraiser II
11569,Hellraiser III: Hell on Earth
10434,"Faraway, So Close!"
39113,Bikini Beach
469,Stranger Than Paradise
2160,Voyage to the Bottom of the Sea
2161,Fantastic Voyage
3073,Bud Abbott and Lou Costello Meet Frankenstein
911,The Bank Dick
10973,Creature from the Black Lagoon
10787,The Invisible Man
43109,The Killer Shrews
9507,Runaway
27475,The Slumber Party Massacre
27764,Slumber Party Massacre II
27767,Slumber Party Massacre III
40760,Sorority House Massacre
40446,Sorority House Massacre II
24664,Bamboozled
20455,Digimon: The Movie
10461,Get Carter
1485,Get Carter
1597,Meet the Parents
641,Requiem for a Dream
10687,Tigerland
63956,Two Family House
6521,The Contender
10763,Dr. T & the Women
16888,The Ladies Man
21142,Billy Jack
78140,Billy Jack Goes to Washington
2134,The Time Machine
28605,Ghoulies II
42797,The Unsinkable Molly Brown
13465,The Adventures of Ichabod and Mr. Toad
27033,The Strange Love of Martha Ivers
20367,Detour
71,Billy Elliot
1636,Bedazzled
10647,Pay It Forward
13762,The Private Eyes
12207,The Legend of Drunken Master
11531,Book of Shadows: Blair Witch 2
24100,The Little Vampire
4327,Charlie's Angels
4958,The Legend of Bagger Vance
9678,Little Nicky
11978,Men of Honor
8870,Red Planet
14295,You Can Count on Me
681,Diamonds Are Forever
11372,The Eagle Has Landed
8452,The 6th Day
10862,Bounce
8871,How the Grinch Stole Christmas
34045,One Day in September
16340,Rugrats in Paris: The Movie
10481,102 Dalmatians
10867,Malena
10876,Quills
9741,Unbreakable
146,"Crouching Tiger, Hidden Dragon"
11849,Dungeons & Dragons
11983,Proof of Life
11678,Vertical Limit
2669,The Bounty
2609,"Planes, Trains and Automobiles"
12714,She's Having a Baby
708,The Living Daylights
1857,The Transformers: The Movie
10673,Wall Street
2604,Born on the Fourth of July
10132,Talk Radio
11064,Brewster's Millions
107,Snatch
40820,Punchline
392,Chocolat
8859,"Dude, Where's My Car?"
11688,The Emperor's New Groove
12509,Pollock
3981,What Women Want
711,Finding Forrester
2046,The Gift
5001,Before Night Falls
8358,Cast Away
5994,The Family Man
25520,The House of Mirth
1493,Miss Congeniality
134,"O Brother, Where Art Thou?"
21991,State and Main
10577,Dracula 2000
21355,All the Pretty Horses
29122,An Everlasting Piece
11973,Thirteen Days
1900,Traffic
44853,The Claim
10873,Shadow of the Vampire
26719,House of Games
15739,Annie
15413,Don't Tell Mom the Babysitter's Dead
2623,An Officer and a Gentleman
11209,The Alamo
13715,At Close Range
43258,Friendly Persuasion
10655,Gettysburg
9989,Antitrust
18828,Double Take
9816,Save the Last Dance
20637,Panic
5955,The Pledge
17474,The Man in the Moon
11191,Mystic Pizza
2613,Prelude to a Kiss
22021,Coffy
22048,Foxy Brown
17006,I'm Gonna Git You Sucka
26333,Untamed Heart
16723,Sugar & Spice
2018,The Wedding Planner
10499,The Legend of Rita
47943,With a Friend Like Harry...
74340,Amazing Grace and Chuck
5709,Amazon Women on the Moon
11215,Baby Boom
26477,Back to the Beach
10937,Barfly
4639,Best Seller
96,Beverly Hills Cop II
90,Beverly Hills Cop
11028,The Big Easy
19324,Born in East L.A.
19933,The Brave Little Toaster
12919,Can't Buy Me Love
15785,Cherry 2000
31701,Cop
17159,Eddie Murphy Raw
10110,Empire of the Sun
18935,Ernest Goes to Camp
764,The Evil Dead
15658,Flowers in the Attic
4918,The Fourth Protocol
28368,Gardens of Stone
52780,The Glass Menagerie
26156,Hiding Out
34101,Hollywood Shuffle
32054,Hope and Glory
2614,Innerspace
12704,Ishtar
580,Jaws: The Revenge
24828,Leonard Part 6
13703,Less Than Zero
36914,Like Father Like Son
1547,The Lost Boys
42010,Made in Heaven
2608,Maid to Order
32058,Making Mr. Right
10019,Mannequin
11649,Masters of the Universe
13509,The Monster Squad
51521,My Demon Lover
34379,No Man's Land
24940,Head Over Heels
37302,Left Behind: The Movie
10984,Valentine
843,In the Mood for Love
318,The Million Dollar Hotel
12806,Nico and Dani
9740,Hannibal
10878,Saving Silverman
7093,Vatel
16300,Down to Earth
19405,Recess: School's Out
1921,Sweet November
44412,Company Man
21620,The Price of Milk
23685,Monkeybone
12138,3000 Miles to Graceland
48217,The Widow of Saint-Pierre
6073,The Mexican
25208,The Caveman's Valentine
19513,Series 7: The Contenders
2749,15 Minutes
10050,Get Over It
95682,Long Night's Journey Into Day
2302,Avalon
32686,Gray's Anatomy
51802,Of Mice and Men
29492,Reform School Girls
25447,Tapeheads
19490,The Bishop's Wife
38805,Lilies of the Field
2428,The Greatest Story Ever Told
22013,Elmer Gantry
15598,Alfie
62127,The Fantasticks
56137,I Know Where I'm Going!
17965,The Abominable Dr. Phibes
33250,Real Life
14460,Battle Beyond the Stars
9594,Double Impact
4986,Fuzz
2453,Harley Davidson and the Marlboro Man
33676,Losin' It
4587,Mermaids
11454,Manhunter
38718,Reversal of Fortune
4192,Death on the Nile
14052,Revenge of the Nerds
16889,Revenge of the Nerds II: Nerds in Paradise
26580,4 Little Girls
21309,River's Edge
16263,Girls Just Want to Have Fun
4985,The Longest Yard
20704,Necessary Roughness
853,Enemy at the Gates
10877,Exit Wounds
5257,The Dish
77,Memento
10833,Heartbreakers
20309,Say It Isn't So
12658,Someone Like You...
10054,Spy Kids
10646,Tomcats
2575,The Tailor of Panama
55,Amores Perros
65075,Keep the River on Your Right: A Modern Cannibal Tale
44379,The Gleaners and I
2043,Along Came a Spider
4133,Blow
56715,Just Visiting
10991,Pokémon 3: The Movie
15940,Beautiful Creatures
26791,Brigham City
634,Bridget Jones's Diary
10956,Joe Dirt
19366,Josie and the Pussycats
9519,Chopper
13898,The Circle
9290,Crocodile Dundee in Los Angeles
13166,Freddy Got Fingered
32590,The Center of the World
52654,The Luzhin Defence
70282,The Visit
111,Scarface
32488,Days of Wine and Roses
10477,Driven
2144,One Night at McCool's
24113,Town & Country
1734,The Mummy Returns
4973,Under the Sand
849,Krull
27223,Lost in America
39266,Triumph of the Will
11307,The World According to Garp
11163,Fellini Satyricon
18691,Frankie and Johnny
3784,Frankie and Johnny
11936,City of Women
25221,For the Boys
19494,Nine to Five
40842,Norma Rae
19357,Summer Rental
33743,"The 5,000 Fingers of Dr. T."
9062,Love Story
11174,Pelle the Conqueror
934,Rififi
9476,A Knight's Tale
37691,Bread and Roses
14268,Startup.com
5852,Angel Eyes
808,Shrek
49453,Fast Food Fast Women
824,Moulin Rouge!
676,Pearl Harbor
26813,Himalaya
29572,The Man Who Cried
50541,Ice Castles
26255,Love Potion No. 9
1406,City Slickers
13554,Eight Men Out
17664,The Horse Soldiers
41050,La Notte
1632,Mississippi Burning
966,The Magnificent Seven
301,Rio Bravo
11896,Throw Momma From the Train
25538,Yi Yi
5923,The Sand Pebbles
15497,Twelve O'Clock High
21876,Von Ryan's Express
11090,The Animal
21056,Big Eden
9397,Evolution
9705,Swordfish
26475,The Anniversary Party
29937,Divided We Fall
10364,Catch-22
32458,Forgotten Silver
1089,Point Break
9967,Uncommon Valor
17494,Unlawful Entry
17465,Youngblood
759,Gentlemen Prefer Blondes
10297,How to Marry a Millionaire
10653,The Seven Year Itch
9576,Tootsie
10865,Atlantis: The Lost Empire
1995,Lara Croft: Tomb Raider
10808,Dr. Dolittle 2
9799,The Fast and the Furious
644,A.I. Artificial Intelligence
16161,Baby Boy
10691,Crazy/Beautiful
10615,Pootie Tang
47596,Let It Snow
11826,Sexy Beast
9301,The Princess and the Warrior
11444,The Closet
60670,The Crimson Rivers
55551,Lumumba
10992,Cats & Dogs
2140,Kiss of the Dragon
4248,Scary Movie 2
17612,Lost and Delirious
3134,Baise-moi
8217,Alice
22478,Another Woman
26483,Beach Blanket Bingo
24382,Big Deal on Madonna Street
11286,The Cannonball Run
11950,Cannonball Run II
36245,Diary of a Chambermaid
26573,Dr. Goldfoot and the Bikini Machine
23439,House of Usher
10728,Faust
11697,The Man Who Shot Liberty Valance
6106,Salvador
22477,September
19200,Shadows and Fog
11300,Something Wild
28650,The Thing with Two Heads
43316,All That Heaven Allows
34689,The Barefoot Contessa
10238,Cries and Whispers
4789,The Garden of the Finzi-Continis
18030,Kiss Me Deadly
18988,The Lion in Winter
11536,The Misfits
10339,Moby Dick
976,Sweet Smell of Success
69605,Written on the Wind
65632,The 10th Victim
4780,Obsession
11906,Suspiria
11713,Fist of Fury
9589,Christiane F.
12481,The Big Boss
13333,Game of Death
13938,The Last Dragon
10540,Outland
9462,The Way of the Dragon
82623,T-Rex: Back to the Cretaceous
2114,Final Fantasy: The Spirits Within
8835,Legally Blonde
11371,The Score
78248,Adanggaman
9517,Bully
25985,Jump Tomorrow
15745,Made
24977,Michael Jordan to the Max
36107,More
13794,Africa: The Serengeti
13795,Alaska: Spirit of the Wild
38965,18 Again!
47817,1969
31052,The Accidental Tourist
10868,The Accused
9395,Above the Law
14506,The Adventures of Baron Munchausen
2,Ariel
26044,Arthur 2: On the Rocks
14911,Bat★21
15592,Beaches
15267,The Beast of War
12710,Big Business
30502,Big Top Pee-wee
19382,Biloxi Blues
9599,The Blob
17170,"Bright Lights, Big City"
18509,Caddyshack II
110428,"Camille Claudel, 1915"
7520,Cocktail
10126,Colors
9602,Coming to America
23752,The Couch Trip
3980,Critters
27397,Crossing Delancey
9748,D.O.A.
40095,Dead Heat
10651,The Dead Pool
10141,Dirty Rotten Scoundrels
27362,Drowning by Numbers
26386,Ernest Saves Christmas
25884,Feds
26355,For Keeps
10675,Frantic
10130,Gorillas in the Mist
2617,The Great Outdoors
21362,High Spirits
20443,Johnny Be Good
49365,Lady in White
11347,The Lair of the White Worm
12144,The Land Before Time
13704,License to Drive
12505,Little Nikita
41963,Masquerade
13482,The Milagro Beanfield War
34014,Moon Over Parador
12120,My Stepmother Is an Alien
47818,A Night in the Life of Jimmy Reardon
3543,Bagdad Cafe
9604,Red Heat
10925,The Return of the Living Dead
13965,The Man From Snowy River II
24266,The Man from Snowy River
18197,Running on Empty
11503,The Serpent and the Rainbow
11966,Short Circuit 2
2605,Short Circuit
8740,The Vanishing
41428,Tetsuo: The Iron Man
8337,They Live
28176,Tucker: The Man and His Dream
9493,Twins
12582,Without a Clue
10001,Young Einstein
11352,Always
12500,American Ninja
1648,Bill & Ted's Excellent Adventure
4105,Black Rain
22711,Blaze
19124,Blind Fury
10142,Casualties of War
3064,Chances Are
10134,Cyborg
21291,Dad
30352,Disorganized Crime
15142,Dream a Little Dream
14550,The Dream Team
2210,Earth Girls Are Easy
21721,Eddie and the Cruisers
11828,Erik the Viking
10551,Family Business
20713,Farewell to the King
27461,Fat Man and Little Boy
1380,Gleaming the Cube
11465,Great Balls of Fire!
17190,Gross Anatomy
9085,Harlem Nights
17819,Her Alibi
14776,How to Get Ahead in Advertising
29185,An Innocent Man
32059,The January Man
505,Johnny Handsome
4486,Jesus of Montreal
10345,K-9
10222,Kickboxer
12774,Last Exit to Brooklyn
14621,Lean On Me
19118,Let It Ride
15138,Little Monsters
9494,Look Who's Talking
17362,Loverboy
9942,Major League
8216,Meet the Feebles
4296,Millennium
24739,Miracle Mile
9686,New York Stories
27418,Next of Kin
39002,No Holds Barred
31606,The Package
37146,Penn & Teller Get Killed
20006,Pink Cadillac
8867,The Punisher
331,Jurassic Park III
11467,America's Sweethearts
327,Brother
1548,Ghost World
13403,Hedwig and the Angry Inch
869,Planet of the Apes
552,Bread and Tulips
36095,Cure
33379,Greenfingers
2171,Wet Hot American Summer
41946,The Return of the Musketeers
10135,Road House
19236,Santa Sangre
60276,Scenes from the Class Struggle in Beverly Hills
12150,Sea of Love
11185,"See No Evil, Hear No Evil"
47045,She's Out of Control
12478,Skin Deep
25155,The Stepfather
65015,Sweetie
24077,The Tall Guy
9618,Tango & Cash
31608,Three Fugitives
22102,Troop Beverly Hills
6951,Turner & Hooch
11959,UHF
2616,Uncle Buck
249,The War of the Roses
183,The Wizard
8494,Weekend at Bernie's II
26535,Billy Liar
41784,Black Robe
27431,The Cat o' Nine Tails
2148,The Cotton Club
31941,Who'll Stop the Rain
27813,Basket Case
2057,Original Sin
9880,The Princess Diaries
5175,Rush Hour 2
41951,Chocolat
11385,Hatari!
4484,La Cage aux Folles
44258,Marat/Sade
20391,Paint Your Wagon
12584,The Shootist
70042,Theremin: An Electronic Odyssey
11542,Altered States
17169,Any Which Way You Can
39176,The Awakening
19267,The Big Brawl
2770,American Pie 2
12610,Osmosis Jones
1933,The Others
13496,American Outlaws
21055,All Over the Guy
24936,The Deep End
10972,Session 9
1722,Captain Corelli's Mandolin
9896,Rat Race
9683,Bubble Boy
2779,The Curse of the Jade Scorpion
2294,Jay and Silent Bob Strike Back
10016,Ghosts of Mars
26602,Summer Catch
22230,Happy Accidents
13966,Maybe Baby
742,Together
15104,Tortilla Soup
8922,Jeepers Creepers
11065,O
16314,3 Ninjas
18885,3 Ninjas Kick Back
40508,3 Ninjas Knuckle Up
16307,The Wicker Man
11370,The Musketeer
12508,Rock Star
25462,Two Can Play That Game
18734,L.I.E.
44321,Our Lady of the Assassins
58062,Into the Arms of Strangers: Stories of the Kindertransport
2176,The Glass House
20857,Hardball
22617,Dinner Rush
75386,Haiku Tunnel
2185,Big Trouble
10696,Glitter
2034,Training Day
21538,The American Astronaut
48834,Liam
31016,Sidewalks of New York
32567,The Endurance: Shackleton's Legendary Antarctic Expedition
12537,The French Lieutenant's Woman
9028,The Great Silence
16180,The Legend of Hell House
11521,Little Man Tate
21028,Moscow Does Not Believe in Tears
27327,Phantom of the Paradise
29756,13 Ghosts
20115,Opera
30295,Father Goose
25767,The Grass Is Greener
22874,Indiscreet
11576,"It's a Mad, Mad, Mad, Mad World"
43860,King Solomon's Mines
43802,The Little Foxes
9660,Operation Petticoat
15393,Play Misty for Me
248,Pocketful of Miracles
1644,The Vanishing
12502,Silkwood
66092,I Never Promised You a Rose Garden
10373,Quadrophenia
13766,SpaceCamp
16380,When Worlds Collide
12103,Don't Say a Word
11313,Hearts in Atlantis
9398,Zoolander
45864,Extreme Days
10866,Joy Ride
34549,Max Keeble's Big Move
9778,Serendipity
58429,La Ciénaga
16121,The Big Red One
40220,The Boogey Man
166,The Party
1623,Brubaker
40932,Can't Stop the Music
13550,The Changeling
16769,Coal Miner's Daughter
42158,The Competition
1716,The Last Metro
3172,Bandits
17708,Corky Romano
12780,Iron Monkey
570,Fat Girl
1018,Mulholland Drive
25641,My First Mister
16767,Spriggan
11380,Bones
984,Dirty Harry
14811,Fiddler on the Roof
55727,Making the Grade
9585,Not Without My Daughter
14267,Female Trouble
45929,Titanica
768,From Hell
2100,The Last Castle
11091,Riding in Cars with Boys
18192,Focus
9081,Waking Life
167,K-PAX
9378,Thir13en Ghosts
27444,Better Than Sex
141,Donnie Darko
10034,High Heels and Low Lifes
11457,Life as a House
10778,The Man Who Wasn't There
67385,The Town Is Quiet
11456,Domestic Disturbance
585,"Monsters, Inc."
10796,The One
23949,Tape
11088,Heist
9889,Shallow Hal
45964,When a Stranger Calls
671,Harry Potter and the Philosopher's Stone
20794,Novocaine
11469,Black Knight
14369,Out Cold
1535,Spy Game
1433,The Devil's Backbone
1999,In the Bedroom
12472,The Incredible Shrinking Woman
11834,Jabberwocky
16085,Funny Girl
269,Breathless
16441,The Beastmaster
11422,Midway
31037,MacArthur
10656,Subway
32847,"Now, Voyager"
39938,Little Women
14584,The Cheap Detective
58886,Everybody's Famous!
72277,The Last Wave
5781,That Obscure Object of Desire
23805,The Toy
11033,Dressed to Kill
3537,Fame
8738,The Final Countdown
3604,Flash Gordon
6974,The Angry Red Planet
10649,The Enforcer
42566,An Eye for an Eye
17689,The Gauntlet
10847,Lord of the Flies
33525,Morons from Outer Space
27591,The People That Time Forgot
299,Ocean's Eleven
42160,The Stunt Man
10650,Sudden Impact
8007,Behind Enemy Lines
19076,The Affair of the Necklace
50562,Porn Star: The Legend of Ron Jeremy
13503,Texas Rangers
161,Ocean's Eleven
43774,Baran
31064,The Business of Strangers
31682,The Incredible Shrinking Man
8342,No Man's Land
4886,And Then There Were None
228,The Blue Angel
23111,Moscow on the Hudson
194,Amélie
11397,Not Another Teen Movie
1903,Vanilla Sky
11889,Iris
28171,Kandahar
9523,Lantana
9428,The Royal Tenenbaums
1649,Bill & Ted's Bogus Journey
11938,Clockwise
24264,Sheena
26978,Spacehunter: Adventures in the Forbidden Zone
19209,White Water Summer
8386,How High
12589,Jimmy Neutron: Boy Genius
12312,Joe Somebody
11232,Kate & Leopold
120,The Lord of the Rings: The Fellowship of the Ring
11086,The Majestic
453,A Beautiful Mind
11414,The Defiant Ones
10794,The Party
5052,Topkapi
37257,Witness for the Prosecution
8489,Ali
855,Black Hawk Down
12660,Charlotte Gray
10269,Yentl
5279,Gosford Park
10950,I Am Sam
1365,Monster's Ball
6440,The Shipping News
6037,Murder by Death
61418,The Waterdance
11857,Orange County
6312,Brotherhood of the Wolf
11595,Another 48 Hrs.
24166,What Time Is It There?
10170,The Russia House
18317,Truly Madly Deeply
848,Dragonslayer
9610,Conan the Destroyer
15035,Fire and Ice
4965,Impostor
11891,Kung Pow: Enter the Fist
11888,Snow Dogs
150,48 Hrs.
112,Italian for Beginners
20678,Blankman
15050,Brainstorm
10423,Dragon: The Bruce Lee Story
57976,Little Dieter Needs to Fly
651,M*A*S*H
20620,Seconds
18647,One-Eyed Jacks
11362,The Count of Monte Cristo
2637,The Mothman Prophecies
10229,A Walk to Remember
12659,Beijing Bicycle
35650,Maelström
9606,Metropolis
11447,The Son's Room
16550,Storytelling
13915,Waydowntown
34723,The Adventures of Huck Finn
31674,Cousins
20009,Slackers
2084,Birthday Girl
74692,Rare Birds
4031,Going Places
11870,Big Fat Liar
9884,Collateral Damage
11535,Rollerball
27593,"Scotland, PA"
11212,Baby's Day Out
28345,Heidi
21845,Rookie of the Year
11528,The Sandlot
931,Don't Look Now
17130,Crossroads
10592,Hart's War
8470,John Q
16690,Return to Never Land
39939,Super Troopers
9272,The Good Son
14778,Last Orders
19137,After the Fox
32499,The Bad and the Beautiful
33668,Designing Woman
993,Sleuth
11698,Stroszek
10052,Dragonfly
11979,Queen of the Damned
13791,How to Kill Your Neighbor's Dog
9991,Mean Machine
480,Monsoon Wedding
44340,Wendigo
18984,Scratch
23479,The Bad News Bears
15999,Vampire Hunter D: Bloodlust
614,Wild Strawberries
2752,40 Days and 40 Nights
10590,We Were Soldiers
22910,The Big Bird Cage
42517,The Big Doll House
13225,FernGully: The Last Rainforest
7219,Zombie Flesh Eaters
18646,Royal Wedding
13950,All About the Benjamins
2135,The Time Machine
965,The Magnificent Ambersons
33135,Fun
54287,Hangar 18
32030,Hopscotch
29343,Humanoids from the Deep
27458,Little Darlings
14807,The Long Good Friday
39543,My American Uncle
30924,Motel Hell
24825,The Octagon
38147,"Oh, God! Book II"
24032,"Oh, God!"
425,Ice Age
1576,Resident Evil
5851,Showtime
25014,Harrison's Flowers
15647,Kissing Jessica Stein
38880,Promises
1391,Y Tu Mamá También
18172,All the Right Moves
31805,Road to Morocco
10627,Taps
42750,Return of the Secaucus Seven
